target_id,repo,fqcn,variant,population_status,measurement_status,test_count,kept_count,manual_line_covered,combined_line_covered,incremental_line_covered,line_total,incremental_line_percentage,manual_branch_covered,combined_branch_covered,incremental_branch_covered,branch_total,incremental_branch_percentage,target_class_id,manual_exec,final_exec,target_classfile,detail
T29_AeronCluster,real-logic/aeron,io.aeron.cluster.client.AeronCluster,Agentic,verified,verified_source_file_aggregate,28,25,210,293,83,728,11.401098901098901,56,79,23,278,8.273381294964029,source-file:8bd9043cb0fa807a,pipeline-output/runs/T29_AeronCluster/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T29_AeronCluster/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T29_AeronCluster/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T30_FileConfiguration,seata/seata,org.apache.seata.config.FileConfiguration,ES,verified,verified_source_file_aggregate,35,8,155,169,14,182,7.6923076923076925,61,71,10,82,12.195121951219512,source-file:f531e115fab29f6e,pipeline-output/runs/T30_FileConfiguration/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T30_FileConfiguration/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T30_FileConfiguration/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T30_FileConfiguration,seata/seata,org.apache.seata.config.FileConfiguration,LLM,verified,verified_source_file_aggregate,41,11,155,171,16,182,8.791208791208792,61,72,11,82,13.414634146341463,source-file:f531e115fab29f6e,pipeline-output/runs/T30_FileConfiguration/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T30_FileConfiguration/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T30_FileConfiguration/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T30_FileConfiguration,seata/seata,org.apache.seata.config.FileConfiguration,Agentic,verified,verified_source_file_aggregate,9,4,155,167,12,182,6.593406593406593,61,67,6,82,7.317073170731708,source-file:f531e115fab29f6e,pipeline-output/runs/T30_FileConfiguration/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T30_FileConfiguration/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T30_FileConfiguration/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T31_JadxDecompiler,skylot/jadx,jadx.api.JadxDecompiler,ES,verified,verified_source_file_aggregate,66,30,209,271,62,363,17.079889807162534,64,94,30,143,20.97902097902098,source-file:8f8b8fd9647e0ec6,pipeline-output/runs/T31_JadxDecompiler/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T31_JadxDecompiler/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T31_JadxDecompiler/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T31_JadxDecompiler,skylot/jadx,jadx.api.JadxDecompiler,LLM,verified,verified_source_file_aggregate,2,1,209,214,5,363,1.3774104683195592,64,68,4,143,2.797202797202797,source-file:8f8b8fd9647e0ec6,pipeline-output/runs/T31_JadxDecompiler/covfilter/adopted/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T31_JadxDecompiler/covfilter/adopted/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T31_JadxDecompiler/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T31_JadxDecompiler,skylot/jadx,jadx.api.JadxDecompiler,Agentic,verified,verified_source_file_aggregate,29,28,209,270,61,363,16.804407713498623,64,93,29,143,20.27972027972028,source-file:8f8b8fd9647e0ec6,pipeline-output/runs/T31_JadxDecompiler/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T31_JadxDecompiler/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T31_JadxDecompiler/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T32_ClassGen,skylot/jadx,jadx.core.codegen.ClassGen,ES,verified,verified_source_file_aggregate,31,6,133,142,9,514,1.7509727626459144,40,44,4,286,1.3986013986013985,source-file:d06cb0afa16815d1,pipeline-output/runs/T32_ClassGen/covfilter/auto/20260825-2330-rq1-sourcefile-final4/baseline_manual.exec,pipeline-output/runs/T32_ClassGen/covfilter/auto/20260825-2330-rq1-sourcefile-final4/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T32_ClassGen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T32_ClassGen,skylot/jadx,jadx.core.codegen.ClassGen,LLM,verified,verified_source_file_aggregate,8,6,133,142,9,514,1.7509727626459144,40,44,4,286,1.3986013986013985,source-file:d06cb0afa16815d1,pipeline-output/runs/T32_ClassGen/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/baseline_manual.exec,pipeline-output/runs/T32_ClassGen/covfilter/adopted/20260828-1200-assertion-insensitive-lineage/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T32_ClassGen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
T32_ClassGen,skylot/jadx,jadx.core.codegen.ClassGen,Agentic,verified,verified_source_file_aggregate,7,5,133,141,8,514,1.556420233463035,40,44,4,286,1.3986013986013985,source-file:d06cb0afa16815d1,pipeline-output/runs/T32_ClassGen/covfilter/agentic/20260828-1600-adapted-only-candidates/baseline_manual.exec,pipeline-output/runs/T32_ClassGen/covfilter/agentic/20260828-1600-adapted-only-candidates/final_manual_plus_kept.exec,pipeline-output/aggregate/rq1-native-baselines/T32_ClassGen/cut-classfiles,Validated Java source-file aggregate: outer CUT plus nested classes compiled from the same source file.
